일자|시간|구분,연월일,시간,구분,year,quarter,month,day,weekday,음력일시,lunar_year,lunar_month,lunar_day,기온,기압,습도
2019-02-11 07 E,2019-02-11,07,4,2019,1,2,11,0,2019-01-07,2019,1,7,-4.821312328439115,1011.5909981282553,61.11333333333334
2019-02-11 08 E,2019-02-11,08,4,2019,1,2,11,0,2019-01-07,2019,1,7,-4.736226052927553,1011.6853310139974,60.68000000000001
2019-02-11 09 E,2019-02-11,09,4,2019,1,2,11,0,2019-01-07,2019,1,7,-4.05033275337753,1009.0676676432291,57.82
2019-02-11 10 E,2019-02-11,10,4,2019,1,2,11,0,2019-01-07,2019,1,7,-2.608102278169448,1007.9846579996746,44.36333333333334
2019-02-11 11 E,2019-02-11,11,4,2019,1,2,11,0,2019-01-07,2019,1,7,-1.4204488104724058,1011.2050144449869,51.82333333333333
2019-02-11 12 E,2019-02-11,12,4,2019,1,2,11,0,2019-01-07,2019,1,7,-0.17900447277435627,1013.422006225586,47.370000000000005
2019-02-11 13 E,2019-02-11,13,4,2019,1,2,11,0,2019-01-07,2019,1,7,0.9509662137460797,1012.279672241211,36.96666666666667
2019-02-11 14 E,2019-02-11,14,4,2019,1,2,11,0,2019-01-07,2019,1,7,1.4242905963101362,1012.0680088297526,36.373333333333335
2019-02-11 15 E,2019-02-11,15,4,2019,1,2,11,0,2019-01-07,2019,1,7,1.6673604756022933,1010.0293249511718,42.21333333333333
2019-02-11 16 E,2019-02-11,16,4,2019,1,2,11,0,2019-01-07,2019,1,7,1.380714804806286,1011.3870123291016,36.14666666666667
2019-02-11 17 E,2019-02-11,17,4,2019,1,2,11,0,2019-01-07,2019,1,7,0.8209463395137876,1011.1350109863282,35.96
2019-02-11 18 E,2019-02-11,18,4,2019,1,2,11,0,2019-01-07,2019,1,7,-0.39934570111485684,1012.1646754964191,43.04666666666666
2019-02-11 19 E,2019-02-11,19,4,2019,1,2,11,0,2019-01-07,2019,1,7,-1.1753404654516075,1009.0963330078125,46.43
2019-02-11 20 E,2019-02-11,20,4,2019,1,2,11,0,2019-01-07,2019,1,7,-1.7290483857545762,1008.8183290608723,60.946666666666665
2019-02-11 21 E,2019-02-11,21,4,2019,1,2,11,0,2019-01-07,2019,1,7,-1.9960250413279912,1008.8803281656901,52.69
2019-02-11 22 E,2019-02-11,22,4,2019,1,2,11,0,2019-01-07,2019,1,7,-2.3329106947214986,1008.8539978027344,52.86666666666667
2019-02-11 23 E,2019-02-11,23,4,2019,1,2,11,0,2019-01-07,2019,1,7,-2.854486420487769,1008.9023295084635,53.54666666666666
2019-02-11 24 E,2019-02-11,24,4,2019,1,2,11,0,2019-01-07,2019,1,7,-2.9427635630353084,1008.9829974365234,53.63333333333333
2019-02-12 01 E,2019-02-12,01,4,2019,1,2,12,1,2019-01-08,2019,1,8,-2.6475086299665165,1010.9566737874349,46.89000000000001
2019-02-12 02 E,2019-02-12,02,4,2019,1,2,12,1,2019-01-08,2019,1,8,-3.3162899326698994,1011.0823339843749,57.223333333333336
2019-02-12 03 E,2019-02-12,03,4,2019,1,2,12,1,2019-01-08,2019,1,8,-3.6570708706953226,1011.1123362223307,52.163333333333334
2019-02-12 04 E,2019-02-12,04,4,2019,1,2,12,1,2019-01-08,2019,1,8,-3.8984263341864818,1011.0846695963542,54.160000000000004
2019-02-12 05 E,2019-02-12,05,4,2019,1,2,12,1,2019-01-08,2019,1,8,-4.059453716895292,1011.0370029703776,55.199999999999996
2019-02-12 06 E,2019-02-12,06,4,2019,1,2,12,1,2019-01-08,2019,1,8,-4.232726959179089,1011.0610024007161,55.77
2019-02-12 07 E,2019-02-12,07,4,2019,1,2,12,1,2019-01-08,2019,1,8,-4.224093799089382,1010.9266710069445,56.403333333333336
2019-02-12 08 E,2019-02-12,08,4,2019,1,2,12,1,2019-01-08,2019,1,8,-3.9912706170624954,1010.9483403184678,54.99333333333333
2019-02-12 09 E,2019-02-12,09,4,2019,1,2,12,1,2019-01-08,2019,1,8,-3.3777212854845193,1011.0456713867187,52.68
2019-02-12 10 E,2019-02-12,10,4,2019,1,2,12,1,2019-01-08,2019,1,8,-1.9193526554806741,1009.5853448486328,58.77333333333333
2019-02-12 11 E,2019-02-12,11,4,2019,1,2,12,1,2019-01-08,2019,1,8,-0.7181133353560933,1008.5909920247396,56.04666666666666
2019-02-12 12 E,2019-02-12,12,4,2019,1,2,12,1,2019-01-08,2019,1,8,0.3979402036566971,1007.8868424479166,42.81999999999999
2019-02-12 13 E,2019-02-12,13,4,2019,1,2,12,1,2019-01-08,2019,1,8,1.4750491930320428,1009.1575095621746,38.26333333333333
2019-02-12 14 E,2019-02-12,14,4,2019,1,2,12,1,2019-01-08,2019,1,8,2.0205151287081144,1008.2941646321615,38.96
2019-02-12 15 E,2019-02-12,15,4,2019,1,2,12,1,2019-01-08,2019,1,8,2.2130876630408194,1007.8006608072916,40.56333333333333
2019-02-12 16 E,2019-02-12,16,4,2019,1,2,12,1,2019-01-08,2019,1,8,2.11383150828178,1007.6413456217448,39.53333333333333
2019-02-12 17 E,2019-02-12,17,4,2019,1,2,12,1,2019-01-08,2019,1,8,1.6005335901683282,1008.939345296224,35.54
2019-02-12 18 E,2019-02-12,18,4,2019,1,2,12,1,2019-01-08,2019,1,8,0.49246419567392713,1007.1956652832031,43.46333333333333
2019-02-12 19 E,2019-02-12,19,4,2019,1,2,12,1,2019-01-08,2019,1,8,-0.3376512518898995,1008.1446614583333,56.98
2019-02-12 20 E,2019-02-12,20,4,2019,1,2,12,1,2019-01-08,2019,1,8,-1.0557409402026388,1009.5049839274088,48.52333333333333
2019-02-12 21 E,2019-02-12,21,4,2019,1,2,12,1,2019-01-08,2019,1,8,-1.290598004870124,1008.2369911702475,72.07333333333334
2019-02-12 22 E,2019-02-12,22,4,2019,1,2,12,1,2019-01-08,2019,1,8,-1.7263072206559429,1011.0433376057944,41.73
2019-02-12 23 E,2019-02-12,23,4,2019,1,2,12,1,2019-01-08,2019,1,8,-2.2589045791211206,1011.3906559244792,50.54666666666666
2019-02-12 24 E,2019-02-12,24,4,2019,1,2,12,1,2019-01-08,2019,1,8,-2.388827514159331,1011.4899818929038,51.31666666666666
2019-02-13 01 E,2019-02-13,01,4,2019,1,2,13,2,2019-01-09,2019,1,9,-2.195663123209595,1010.5760078938802,48.653333333333336
2019-02-13 02 E,2019-02-13,02,4,2019,1,2,13,2,2019-01-09,2019,1,9,-3.0979220614772522,1010.2713360595703,51.85666666666666
2019-02-13 03 E,2019-02-13,03,4,2019,1,2,13,2,2019-01-09,2019,1,9,-3.5939869563402866,1010.3703373209636,60.79
2019-02-13 04 E,2019-02-13,04,4,2019,1,2,13,2,2019-01-09,2019,1,9,-3.835543838316592,1010.405337524414,60.56666666666666
2019-02-13 05 E,2019-02-13,05,4,2019,1,2,13,2,2019-01-09,2019,1,9,-4.094698292461897,1010.5156717936197,60.43666666666667
2019-02-13 06 E,2019-02-13,06,4,2019,1,2,13,2,2019-01-09,2019,1,9,-4.002507238418457,1010.6383376057943,59.326666666666675
2019-02-13 07 E,2019-02-13,07,4,2019,1,2,13,2,2019-01-09,2019,1,9,-4.0305448426893085,1010.0843377685547,59.18333333333334
2019-02-13 08 E,2019-02-13,08,4,2019,1,2,13,2,2019-01-09,2019,1,9,-3.7739256938079095,1010.1786704508464,57.593333333333334
2019-02-13 09 E,2019-02-13,09,4,2019,1,2,13,2,2019-01-09,2019,1,9,-3.250130972620116,1010.6000111897787,49.48
2019-02-13 10 E,2019-02-13,10,4,2019,1,2,13,2,2019-01-09,2019,1,9,-1.7949900869664261,1010.3403287760417,42.38
2019-02-13 11 E,2019-02-13,11,4,2019,1,2,13,2,2019-01-09,2019,1,9,-0.4874291162196633,1009.4616601562499,50.26
2019-02-13 12 E,2019-02-13,12,4,2019,1,2,13,2,2019-01-09,2019,1,9,0.7122105684452792,1007.4393343098958,42.96666666666667
2019-02-13 13 E,2019-02-13,13,4,2019,1,2,13,2,2019-01-09,2019,1,9,1.871621634110846,1008.6246712239584,39.54333333333334
2019-02-13 14 E,2019-02-13,14,4,2019,1,2,13,2,2019-01-09,2019,1,9,2.5610500022733675,1010.020990193685,43.73666666666667
2019-02-13 15 E,2019-02-13,15,4,2019,1,2,13,2,2019-01-09,2019,1,9,2.7156028872690805,1009.6743361409505,44.67333333333334
2019-02-13 16 E,2019-02-13,16,4,2019,1,2,13,2,2019-01-09,2019,1,9,2.6683209853741956,1009.4358446248374,43.07333333333333
2019-02-13 17 E,2019-02-13,17,4,2019,1,2,13,2,2019-01-09,2019,1,9,2.093073875807139,1009.7106811523437,41.04666666666666
2019-02-13 18 E,2019-02-13,18,4,2019,1,2,13,2,2019-01-09,2019,1,9,0.869813112394882,1007.1936684163411,39.82333333333333
2019-02-13 19 E,2019-02-13,19,4,2019,1,2,13,2,2019-01-09,2019,1,9,-0.046290702514123115,1007.9233333333333,42.78333333333333
2019-02-13 20 E,2019-02-13,20,4,2019,1,2,13,2,2019-01-09,2019,1,9,-0.8529108042230847,1010.4916634114584,42.74
2019-02-13 21 E,2019-02-13,21,4,2019,1,2,13,2,2019-01-09,2019,1,9,-1.1342232970140527,1010.9669893391928,42.49
2019-02-13 22 E,2019-02-13,22,4,2019,1,2,13,2,2019-01-09,2019,1,9,-1.4579632179467217,1010.3703391520183,43.633333333333326
2019-02-13 23 E,2019-02-13,23,4,2019,1,2,13,2,2019-01-09,2019,1,9,-2.0733883754867914,1013.9796649169922,54.06666666666666
2019-02-13 24 E,2019-02-13,24,4,2019,1,2,13,2,2019-01-09,2019,1,9,-2.3141927019318334,1011.690321858724,46.596666666666664
2019-02-14 01 E,2019-02-14,01,4,2019,1,2,14,3,2019-01-10,2019,1,10,-3.45636630756619,1013.1426688639323,45.910000000000004
2019-02-14 02 E,2019-02-14,02,4,2019,1,2,14,3,2019-01-10,2019,1,10,-3.701771407004351,1013.1766611735026,45.72666666666667
2019-02-14 03 E,2019-02-14,03,4,2019,1,2,14,3,2019-01-10,2019,1,10,-3.4799158892585,1013.2599904378254,45.26
2019-02-14 04 E,2019-02-14,04,4,2019,1,2,14,3,2019-01-10,2019,1,10,-3.72882125263053,1013.3253247070312,44.663333333333334
2019-02-14 05 E,2019-02-14,05,4,2019,1,2,14,3,2019-01-10,2019,1,10,-4.003342321481713,1014.2050034586588,43.48
2019-02-14 06 E,2019-02-14,06,4,2019,1,2,14,3,2019-01-10,2019,1,10,-4.2214561861250415,1014.6586568196614,42.65
2019-02-14 07 E,2019-02-14,07,4,2019,1,2,14,3,2019-01-10,2019,1,10,-4.299363919470975,1014.7363269042968,42.43666666666667
2019-02-14 08 E,2019-02-14,08,4,2019,1,2,14,3,2019-01-10,2019,1,10,-4.142900718504969,1015.4456614176432,39.92
2019-02-14 09 E,2019-02-14,09,4,2019,1,2,14,3,2019-01-10,2019,1,10,-3.3933380964731317,1015.7073223876954,38.14333333333334
2019-02-14 10 E,2019-02-14,10,4,2019,1,2,14,3,2019-01-10,2019,1,10,-2.0176253475764825,1015.1570039876302,31.953333333333337
2019-02-14 11 E,2019-02-14,11,4,2019,1,2,14,3,2019-01-10,2019,1,10,-0.6941460198532322,1014.3523254394531,39.50666666666667
2019-02-14 12 E,2019-02-14,12,4,2019,1,2,14,3,2019-01-10,2019,1,10,0.5370103925253177,1014.0056715901692,24.99
2019-02-14 13 E,2019-02-14,13,4,2019,1,2,14,3,2019-01-10,2019,1,10,1.7584204243202295,1012.6843345133465,23.23
2019-02-14 14 E,2019-02-14,14,4,2019,1,2,14,3,2019-01-10,2019,1,10,2.24932142384022,1012.9083357747396,21.98
2019-02-14 15 E,2019-02-14,15,4,2019,1,2,14,3,2019-01-10,2019,1,10,2.4484251316937953,1012.641006673177,24.593333333333334
2019-02-14 16 E,2019-02-14,16,4,2019,1,2,14,3,2019-01-10,2019,1,10,2.4609211852289796,1012.8080057779948,24.143333333333334
2019-02-14 17 E,2019-02-14,17,4,2019,1,2,14,3,2019-01-10,2019,1,10,2.0255461250227236,1012.5023323567708,27.03333333333333
2019-02-14 18 E,2019-02-14,18,4,2019,1,2,14,3,2019-01-10,2019,1,10,0.8534282778728808,1013.1569895426431,33.78333333333333
2019-02-14 19 E,2019-02-14,19,4,2019,1,2,14,3,2019-01-10,2019,1,10,0.025296833570646566,1013.2503228759765,40.403333333333336
2019-02-14 20 E,2019-02-14,20,4,2019,1,2,14,3,2019-01-10,2019,1,10,-0.6574462647822302,1013.4153186035155,38.830000000000005
2019-02-14 21 E,2019-02-14,21,4,2019,1,2,14,3,2019-01-10,2019,1,10,-0.9278428161710836,1013.632998453776,38.586666666666666
2019-02-14 22 E,2019-02-14,22,4,2019,1,2,14,3,2019-01-10,2019,1,10,-1.3182687888481002,1015.9813419596354,37.40333333333333
2019-02-14 23 E,2019-02-14,23,4,2019,1,2,14,3,2019-01-10,2019,1,10,-1.7114095882182114,1013.042988688151,63.48
2019-02-14 24 E,2019-02-14,24,4,2019,1,2,14,3,2019-01-10,2019,1,10,-1.8157605971143755,1010.7986684163411,63.43666666666667
2019-02-15 01 E,2019-02-15,01,4,2019,1,2,15,4,2019-01-11,2019,1,11,-0.8034292977910305,1015.2526609293619,73.18666666666667
2019-02-15 02 E,2019-02-15,02,4,2019,1,2,15,4,2019-01-11,2019,1,11,-1.0600226481545305,1014.614003092448,58.49666666666667
2019-02-15 03 E,2019-02-15,03,4,2019,1,2,15,4,2019-01-11,2019,1,11,-1.3278446971330908,1015.1433274332682,62.13666666666666
2019-02-15 04 E,2019-02-15,04,4,2019,1,2,15,4,2019-01-11,2019,1,11,-1.5710957208767622,1015.0209906005858,82.72000000000001
2019-02-15 05 E,2019-02-15,05,4,2019,1,2,15,4,2019-01-11,2019,1,11,-1.9352703837810876,1012.2816703287759,58.383333333333326
2019-02-15 06 E,2019-02-15,06,4,2019,1,2,15,4,2019-01-11,2019,1,11,-2.1325218949139795,1015.6425133722479,80.89999999999999
2019-02-15 07 E,2019-02-15,07,4,2019,1,2,15,4,2019-01-11,2019,1,11,-2.1895513049268365,1015.1753729654948,79.42666666666668
2019-02-15 08 E,2019-02-15,08,4,2019,1,2,15,4,2019-01-11,2019,1,11,-2.0086211794646,1015.5183367919922,76.91666666666667
2019-02-15 09 E,2019-02-15,09,4,2019,1,2,15,4,2019-01-11,2019,1,11,-1.2514974299705124,1015.1223311360677,58.58666666666667
2019-02-15 10 E,2019-02-15,10,4,2019,1,2,15,4,2019-01-11,2019,1,11,-0.23660671644285833,1015.244335123698,48.370000000000005
2019-02-15 11 E,2019-02-15,11,4,2019,1,2,15,4,2019-01-11,2019,1,11,0.8851511625809404,1015.2643336995443,33.833333333333336
2019-02-15 12 E,2019-02-15,12,4,2019,1,2,15,4,2019-01-11,2019,1,11,2.1623057170767557,1014.7706663004559,34.79666666666667
2019-02-15 13 E,2019-02-15,13,4,2019,1,2,15,4,2019-01-11,2019,1,11,3.3527611053470916,1014.8533310953776,35.43
2019-02-15 14 E,2019-02-15,14,4,2019,1,2,15,4,2019-01-11,2019,1,11,3.8977208536093713,1014.6263267008463,33.14333333333333
2019-02-15 15 E,2019-02-15,15,4,2019,1,2,15,4,2019-01-11,2019,1,11,4.009851994018246,1014.6809920247397,32.21666666666667
2019-02-15 16 E,2019-02-15,16,4,2019,1,2,15,4,2019-01-11,2019,1,11,3.988088947072016,1014.5513330078124,32.07666666666667
2019-02-15 17 E,2019-02-15,17,4,2019,1,2,15,4,2019-01-11,2019,1,11,3.498601252052108,1015.1426631673177,32.88333333333333
2019-02-15 18 E,2019-02-15,18,4,2019,1,2,15,4,2019-01-11,2019,1,11,2.308006548793482,1014.7456772867839,38.51
2019-02-15 19 E,2019-02-15,19,4,2019,1,2,15,4,2019-01-11,2019,1,11,1.4601751243416674,1015.4093412272135,41.57666666666666
2019-02-15 20 E,2019-02-15,20,4,2019,1,2,15,4,2019-01-11,2019,1,11,0.6547104231011875,1015.3186669921876,43.92000000000001
2019-02-15 21 E,2019-02-15,21,4,2019,1,2,15,4,2019-01-11,2019,1,11,0.37140503637860495,1015.155009765625,54.86666666666667
2019-02-15 22 E,2019-02-15,22,4,2019,1,2,15,4,2019-01-11,2019,1,11,-0.03267823183098928,1014.9310080973306,52.836666666666666
2019-02-15 23 E,2019-02-15,23,4,2019,1,2,15,4,2019-01-11,2019,1,11,-0.5585744914536755,1015.5570031738281,49.50333333333334
2019-02-15 24 E,2019-02-15,24,4,2019,1,2,15,4,2019-01-11,2019,1,11,-0.7851933644428448,1015.7953356933594,50.403333333333336
2019-02-16 01 E,2019-02-16,01,4,2019,1,2,16,5,2019-01-12,2019,1,12,-1.609145986745198,1011.9646565755207,66.83333333333333
2019-02-16 02 E,2019-02-16,02,4,2019,1,2,16,5,2019-01-12,2019,1,12,-1.9025312718176979,1012.1023221842448,66.32666666666667
2019-02-16 03 E,2019-02-16,03,4,2019,1,2,16,5,2019-01-12,2019,1,12,-2.0659482029438987,1012.0003216552735,67.72266666412354
2019-02-16 04 E,2019-02-16,04,4,2019,1,2,16,5,2019-01-12,2019,1,12,-2.367704288861951,1011.8936580403646,66.72
2019-02-16 05 E,2019-02-16,05,4,2019,1,2,16,5,2019-01-12,2019,1,12,-2.5294030539310035,1011.8879903157552,68.45333333333333
2019-02-16 06 E,2019-02-16,06,4,2019,1,2,16,5,2019-01-12,2019,1,12,-2.6643564798125605,1011.7756557210287,70.70666666666666
2019-02-16 07 E,2019-02-16,07,4,2019,1,2,16,5,2019-01-12,2019,1,12,-2.7004750795859693,1011.7676523844401,71.20333333333333
2019-02-16 08 E,2019-02-16,08,4,2019,1,2,16,5,2019-01-12,2019,1,12,-2.397497123812194,1011.7956530761718,72.17
2019-02-16 09 E,2019-02-16,09,4,2019,1,2,16,5,2019-01-12,2019,1,12,-1.5442912668793838,1011.2769879150391,66.53333333333335
2019-02-16 10 E,2019-02-16,10,4,2019,1,2,16,5,2019-01-12,2019,1,12,-0.033475098915208834,1016.5286610921224,56.65
2019-02-16 11 E,2019-02-16,11,4,2019,1,2,16,5,2019-01-12,2019,1,12,1.2467061855528285,1015.5910101318359,50.29
2019-02-16 12 E,2019-02-16,12,4,2019,1,2,16,5,2019-01-12,2019,1,12,2.5219229412476953,1016.0373451741538,39.45333333333334
2019-02-16 13 E,2019-02-16,13,4,2019,1,2,16,5,2019-01-12,2019,1,12,3.617685848076734,1015.7360078938804,31.926666666666666
2019-02-16 14 E,2019-02-16,14,4,2019,1,2,16,5,2019-01-12,2019,1,12,4.24076859007419,1015.0513411458332,32.63
2019-02-16 15 E,2019-02-16,15,4,2019,1,2,16,5,2019-01-12,2019,1,12,4.3964892442908825,1014.1858334350586,31.326666666666668
2019-02-16 16 E,2019-02-16,16,4,2019,1,2,16,5,2019-01-12,2019,1,12,4.289913381312581,1013.9608344523112,31.326666666666668
2019-02-16 17 E,2019-02-16,17,4,2019,1,2,16,5,2019-01-12,2019,1,12,3.796282851466701,1014.7246716308595,32.86333333333334
2019-02-16 18 E,2019-02-16,18,4,2019,1,2,16,5,2019-01-12,2019,1,12,2.6816307104009716,1014.9590083821614,36.24333333333334
2019-02-16 19 E,2019-02-16,19,4,2019,1,2,16,5,2019-01-12,2019,1,12,1.871500569681092,1015.0126833089192,34.75666666666666
2019-02-16 20 E,2019-02-16,20,4,2019,1,2,16,5,2019-01-12,2019,1,12,1.1238925984061814,1015.836328531901,38.22666666666667
2019-02-16 21 E,2019-02-16,21,4,2019,1,2,16,5,2019-01-12,2019,1,12,0.8694354032852876,1015.9159962972004,50.13333333333333
2019-02-16 22 E,2019-02-16,22,4,2019,1,2,16,5,2019-01-12,2019,1,12,0.3575864617965348,1015.9380122884114,51.49
2019-02-16 23 E,2019-02-16,23,4,2019,1,2,16,5,2019-01-12,2019,1,12,-0.054581529372866956,1016.4960015869141,52.943333333333335
2019-02-16 24 E,2019-02-16,24,4,2019,1,2,16,5,2019-01-12,2019,1,12,-0.18412418400550193,1016.4256632486978,52.71333333333334
2019-02-17 01 E,2019-02-17,01,4,2019,1,2,17,6,2019-01-13,2019,1,13,-0.4030998801423522,1015.3896697998047,55.196666666666665
2019-02-17 02 E,2019-02-17,02,4,2019,1,2,17,6,2019-01-13,2019,1,13,-1.0468304461407139,1017.6603265380859,63.03333333333333
2019-02-17 03 E,2019-02-17,03,4,2019,1,2,17,6,2019-01-13,2019,1,13,-1.3164120073192909,1017.7193273925782,63.096666666666664
2019-02-17 04 E,2019-02-17,04,4,2019,1,2,17,6,2019-01-13,2019,1,13,-1.6301750707321965,1016.8520039876303,56.876666666666665
2019-02-17 05 E,2019-02-17,05,4,2019,1,2,17,6,2019-01-13,2019,1,13,-1.955311185600552,1016.497671508789,57.946666666666665
2019-02-17 06 E,2019-02-17,06,4,2019,1,2,17,6,2019-01-13,2019,1,13,-2.0859286234380554,1016.5873360188801,58.76
2019-02-17 07 E,2019-02-17,07,4,2019,1,2,17,6,2019-01-13,2019,1,13,-2.1411971311188784,1016.891002400716,58.81666666666666
2019-02-17 08 E,2019-02-17,08,4,2019,1,2,17,6,2019-01-13,2019,1,13,-2.0319781849740504,1017.0286686197916,59.11333333333334
2019-02-17 09 E,2019-02-17,09,4,2019,1,2,17,6,2019-01-13,2019,1,13,-1.2954607533531604,1017.9939947509765,50.31333333333333
2019-02-17 10 E,2019-02-17,10,4,2019,1,2,17,6,2019-01-13,2019,1,13,0.07339614095839941,1017.2160026041666,43.38666666666666
2019-02-17 11 E,2019-02-17,11,4,2019,1,2,17,6,2019-01-13,2019,1,13,0.8590418524758547,1017.5353350830078,35.73666666666667
2019-02-17 12 E,2019-02-17,12,4,2019,1,2,17,6,2019-01-13,2019,1,13,1.8642379017662094,1015.0519974772136,34.03666666666667
2019-02-17 13 E,2019-02-17,13,4,2019,1,2,17,6,2019-01-13,2019,1,13,2.902456573949033,1014.1546732584635,38.97666666666667
2019-02-17 14 E,2019-02-17,14,4,2019,1,2,17,6,2019-01-13,2019,1,13,3.3465977507080225,1013.2493408203126,32.169999999999995
2019-02-17 15 E,2019-02-17,15,4,2019,1,2,17,6,2019-01-13,2019,1,13,3.3305919368257246,1003.9950008138021,46.76333333333333
2019-02-17 16 E,2019-02-17,16,4,2019,1,2,17,6,2019-01-13,2019,1,13,3.264418907340952,1003.77987353007,47.196666666666665
2019-02-17 17 E,2019-02-17,17,4,2019,1,2,17,6,2019-01-13,2019,1,13,2.7759465093003235,1012.6856642659505,35.6
2019-02-17 18 E,2019-02-17,18,4,2019,1,2,17,6,2019-01-13,2019,1,13,1.6472740709699174,1012.6823425292969,39.306666666666665
2019-02-17 19 E,2019-02-17,19,4,2019,1,2,17,6,2019-01-13,2019,1,13,0.654326876793568,1017.8670033772787,36.60666666666666
2019-02-17 20 E,2019-02-17,20,4,2019,1,2,17,6,2019-01-13,2019,1,13,-0.10009873898380928,1018.1599924723306,35.62333333333333
2019-02-17 21 E,2019-02-17,21,4,2019,1,2,17,6,2019-01-13,2019,1,13,-0.3778750851484208,1017.786655069987,36.52
2019-02-17 22 E,2019-02-17,22,4,2019,1,2,17,6,2019-01-13,2019,1,13,-1.0091233371074046,1018.4646506754557,38.15
2019-02-17 23 E,2019-02-17,23,4,2019,1,2,17,6,2019-01-13,2019,1,13,-1.5287931733453186,1017.5516634114583,50.616666666666674
2019-02-17 24 E,2019-02-17,24,4,2019,1,2,17,6,2019-01-13,2019,1,13,-1.7448416907715345,1011.3210074869793,67.95666666666666
2019-02-18 01 E,2019-02-18,01,4,2019,1,2,18,0,2019-01-14,2019,1,14,-2.5259673425112745,1010.5910072835286,63.43666666666667
2019-02-18 02 E,2019-02-18,02,4,2019,1,2,18,0,2019-01-14,2019,1,14,-2.6291923561534376,1011.9925481068004,73.10000000000001
2019-02-18 03 E,2019-02-18,03,4,2019,1,2,18,0,2019-01-14,2019,1,14,-2.899175901882993,1011.9929122092508,68.77999999999999
2019-02-18 04 E,2019-02-18,04,4,2019,1,2,18,0,2019-01-14,2019,1,14,-3.2038970292916105,1010.3715855084043,59.4
2019-02-18 05 E,2019-02-18,05,4,2019,1,2,18,0,2019-01-14,2019,1,14,-3.479711700504074,1010.2739093202534,58.36000000000001
2019-02-18 06 E,2019-02-18,06,4,2019,1,2,18,0,2019-01-14,2019,1,14,-3.6049378391885445,1010.391048467727,58.96666666666667
2019-02-18 07 E,2019-02-18,07,4,2019,1,2,18,0,2019-01-14,2019,1,14,-3.666083537621095,1010.7989998372395,58.23333333333333
2019-02-18 08 E,2019-02-18,08,4,2019,1,2,18,0,2019-01-14,2019,1,14,-3.6565182585103813,1010.9303322347005,57.78
2019-02-18 09 E,2019-02-18,09,4,2019,1,2,18,0,2019-01-14,2019,1,14,-2.9533449601997432,1012.4966737874348,43.9
2019-02-18 10 E,2019-02-18,10,4,2019,1,2,18,0,2019-01-14,2019,1,14,-1.4337262418484606,1015.2060093180338,37.61000000000001
2019-02-18 11 E,2019-02-18,11,4,2019,1,2,18,0,2019-01-14,2019,1,14,-0.3152718034254054,1018.3086558024088,36.25333333333333
2019-02-18 12 E,2019-02-18,12,4,2019,1,2,18,0,2019-01-14,2019,1,14,0.8815659899752859,1011.9433294677734,40.056666666666665
2019-02-18 13 E,2019-02-18,13,4,2019,1,2,18,0,2019-01-14,2019,1,14,2.0623654754032654,1018.0143318684895,29.49666666666667
2019-02-18 14 E,2019-02-18,14,4,2019,1,2,18,0,2019-01-14,2019,1,14,2.727166159624678,1017.9663260904948,31.743333333333336
2019-02-18 15 E,2019-02-18,15,4,2019,1,2,18,0,2019-01-14,2019,1,14,2.729269386096958,1017.85265625,31.71666666666667
2019-02-18 16 E,2019-02-18,16,4,2019,1,2,18,0,2019-01-14,2019,1,14,2.709195846406397,1017.7046563720704,31.71666666666667
2019-02-18 17 E,2019-02-18,17,4,2019,1,2,18,0,2019-01-14,2019,1,14,2.2337708965975414,1017.810990600586,35.79333333333333
2019-02-18 18 E,2019-02-18,18,4,2019,1,2,18,0,2019-01-14,2019,1,14,1.08802624776554,1012.0003287760416,38.17666666666667
2019-02-18 19 E,2019-02-18,19,4,2019,1,2,18,0,2019-01-14,2019,1,14,0.21147203274113036,1009.5226631673177,49.97666666666667
2019-02-18 20 E,2019-02-18,20,4,2019,1,2,18,0,2019-01-14,2019,1,14,-0.5334237193978117,1012.2030000813802,35.38
2019-02-18 21 E,2019-02-18,21,4,2019,1,2,18,0,2019-01-14,2019,1,14,-0.7887353649249095,1012.1703334554037,40.86333333333334
2019-02-18 22 E,2019-02-18,22,4,2019,1,2,18,0,2019-01-14,2019,1,14,-1.4638386632789058,1016.0933414713542,43.93
2019-02-18 23 E,2019-02-18,23,4,2019,1,2,18,0,2019-01-14,2019,1,14,-1.9841228782186973,1015.9096767171224,57.07
2019-02-18 24 E,2019-02-18,24,4,2019,1,2,18,0,2019-01-14,2019,1,14,-2.0851526726538983,1011.8913403320312,54.48
2019-02-19 01 E,2019-02-19,01,4,2019,1,2,19,1,2019-01-15,2019,1,15,-1.712185802991219,1018.693671061198,57.6
2019-02-19 02 E,2019-02-19,02,4,2019,1,2,19,1,2019-01-15,2019,1,15,-2.0093183896451663,1018.8443351236979,56.196666666666665
2019-02-19 03 E,2019-02-19,03,4,2019,1,2,19,1,2019-01-15,2019,1,15,-2.2856005343456687,1018.3206681315104,59.519333330790204
2019-02-19 04 E,2019-02-19,04,4,2019,1,2,19,1,2019-01-15,2019,1,15,-2.596232092273481,1018.1869995117187,66.69333333333333
2019-02-19 05 E,2019-02-19,05,4,2019,1,2,19,1,2019-01-15,2019,1,15,-2.7979788251613265,1018.1956595865886,65.94666666666667
2019-02-19 06 E,2019-02-19,06,4,2019,1,2,19,1,2019-01-15,2019,1,15,-2.9275087506059996,1018.1893243408203,65.46
